Unnamed: 0,rating,reviews,amenities,house_rules,price,country,bathrooms,beds,guests,toilets,bedrooms,studios,checkin_final,checkout_final
5604,4.95,19,"Sea view,Beach access – Beachfront,Kitchen,Wifi,Free on-street parking,Private sauna,Pets allowed,TV,Private patio or balcony,Security cameras on property","Check-in: Flexible,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",18120, Finland,1,4,6,0,2,0,Flexible,
5605,4.8475,1,"Kitchen,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 10:00 am - 4:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",114667, Colombia,4,12,10,0,5,0,22,12.0
5607,5.0,3,"Beach access – Beachfront,Patio or balcony,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 6:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events",11365, Philippines,1,1,2,0,1,0,15,11.0
5608,4.75,4,"Wifi,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Not suitable for children and infants,No pets,No parties or events",10640, Panama,1,1,2,0,0,0,14,
5609,4.84,0,"Bay view,Beach view,Dedicated workspace,Free parking on premises,TV,Fire pit,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Not suitable for infants (under 2 years),No pets,󱤇,Smoking is allowed",3914, Uganda,4,2,4,0,2,0,,
5610,4.836601307189542,0,"Beach access – Beachfront,Pets allowed,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Pets are allowed,󱤇,Smoking is allowed",5860, Philippines,2,1,2,0,1,0,14,
5614,4.925806451612903,1,"River view,Lake access,Kitchen,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","No smoking,No parties or events,Pets are allowed",49287, Canada,2,7,6,0,3,0,,
5615,4.892857142857143,0,"Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Show more,Show more,",42916, Belize,1,1,2,0,1,0,15,11.0
5616,5.0,9,"Lake view,Waterfront,Kitchen,Free parking on premises,Shared sauna,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace: electric,Fire pit","Check-in: 2:00 pm - 9:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",23147, Canada,1,3,6,0,2,0,14,10.0
5617,4.911948051948053,0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 10:00 pm,Check out: 11:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",38441, Croatia,4,0,8,0,4,0,16,11.0
5620,5.0,9,"Beach view,Waterfront,Kitchen,Free parking on premises,Bath,Private patio or balcony,Indoor fireplace,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",13003, Chile,2,6,7,0,2,0,13,11.0
5621,4.836601307189542,0,"Beach access – Beachfront,Patio or balcony,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 10:00 pm,Not suitable for children and infants,No pets,󱤇,Smoking is allowed,Show more,Show more,",4059, Philippines,4,1,2,0,1,0,13,
5622,5.0,0,"Bay view,Beach view,Free parking on premises,Garden,Fire pit,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,No pets,󱤇,Smoking is allowed",8904, Honduras,1,3,6,0,1,0,15,
5623,4.911948051948053,2,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Pets are allowed",27180, Croatia,1,4,4,0,2,0,Flexible,
5625,5.0,3,"Lake view,Bay view,Waterfront,Kitchen,Pets allowed,Fire pit,Long-term stays allowed","Check-in: 2:00 pm - 8:00 pm,Check out: 10:00 am,Pets are allowed",29182, Canada,0,4,6,0,3,0,14,10.0
5626,4.92,13,"Bay view,Garden view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Private sauna,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced","Check-in: 12:00 pm - 4:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed,Show more,Show more,",30548, Finland,1,7,14,0,2,0,12,12.0
5627,4.925806451612903,1,"Beach access – Beachfront,Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Air conditioning,Shared patio or balcony,Luggage drop-off allowed","Check-in: 3:00 pm - 7:00 pm,Check out: 10:00 am,No smoking,Pets are allowed,Show more,Show more,",27863, Canada,2,4,5,0,2,0,15,10.0
5628,4.94,50,"Lake view,Waterfront,Fast wifi – 298 Mbps,Free parking on premises – 1 space,Shared hot tub,Pets allowed,HDTV with Netflix, Roku,Shared patio or balcony,Garden,Security cameras on property","Check-in: After 1:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",14562, United States,1,1,2,0,1,0,13,10.0
5629,4.82,11,"Beach access – Beachfront,Kitchen,Patio or balcony,Shared garden,Luggage drop-off allowed,Children’s books and toys,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 11:00 am,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",2207, Nicaragua,1,1,2,0,1,0,Flexible,11.0
5630,4.98,122,"Waterfront,Private patio or balcony,Breakfast,Paid parking off premises","Check-in: 11:00 am - 1:00 pm,Check out: 10:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",35287, Belize,1,1,2,0,1,0,23,10.0
5631,4.925806451612903,0,"Bay view,Lake view,Private beach access – Beachfront,Kitchen,Dedicated workspace,Private hot tub,Pets allowed,42"" HDTV with standard cable/satellite,Washing machine,Dryer","Check-in: 12:00 pm - 4:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",30158, Canada,1,2,4,0,2,0,12,11.0
5633,5.0,5,"Beach access – Beachfront,Wifi,Patio or balcony,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 6:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,Show more,Show more,",21937, Panama,1,1,2,0,1,0,14,11.0
5634,4.91,22,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Garden,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 6:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",15718, Vanuatu,2,4,4,0,2,0,12,10.0
5635,4.8,106,"Bay view,Canal view,Beach access – Beachfront,Kitchen,Dedicated workspace,Free parking on premises,30"" TV,EV charger,Window AC unit,Private patio or balcony","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with keypad,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",22659, United States,1,2,4,0,2,0,15,11.0
5636,5.0,30,"Bay view,Lake view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Garden,Cot","Check-in: 4:00 pm - 8:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",45966, United States,1,5,7,0,2,0,16,11.0
5637,4.87,23,"River view,Lake access,Kitchen,Pets allowed,TV,Refrigerator,Microwave,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 12:00 pm,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",21988, Canada,1,3,4,0,1,0,15,12.0
5638,5.0,12,"Waterfront,Kitchen,Wifi,Free parking on premises,Air conditioning,Garden,Cot,Travel cot,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 11:00 am - 5:00 pm,Check out: 10:00 am,Self check-in with building staff,No pets,󱤇,Smoking is allowed,Show more,Show more,",110603,Belize,3,5,8,0,3,0,23,10.0
5641,4.84,0,"Garden view,Lake view,Pool,Pets allowed,TV with standard cable/satellite,Breakfast,Smoking allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,Check out: 10:00 am,Pets are allowed,󱤇,Smoking is allowed",11965, Uganda,1,1,2,0,1,0,11,10.0
5642,4.892857142857143,0,"Waterfront,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Show more,Show more,",55679, Belize,1,1,3,0,1,0,15,11.0
5643,4.98,50,"Lake view,Public or shared beach access,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Indoor fireplace: wood-burning,Luggage drop-off allowed,Fire pit","Check-in: 3:00 pm - 5:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),No smoking,Pets are allowed,Show more,Show more,",10126, United States,1,2,6,0,1,0,15,10.0
5644,4.96,24,"Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Luggage drop-off allowed,Long-term stays allowed","Check-in: Flexible,Pets are allowed,Show more,Show more,",10228, Philippines,1,1,2,0,1,0,Flexible,
5647,5.0,3,"Beach access – Beachfront,Kitchen,Wifi,Patio or balcony,Indoor fireplace,Travel cot,Refrigerator,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",154264, Australia,1,7,10,0,5,0,15,10.0
5648,5.0,8,"Kitchen,Wifi,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Indoor fireplace,Long-term stays allowed","No smoking,No parties or events,Pets are allowed",35927, United States,1,4,8,0,3,0,,
5651,4.9,11,"Bay view,River view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",13085, Australia,1,6,4,0,3,0,15,11.0
5652,4.62,13,"Bay view,Courtyard view,Waterfront,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 12:00 pm,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed",4439, Mexico,1,2,4,0,1,0,15,12.0
5656,4.911948051948053,0,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 6:00 pm,Check out: 10:00 am",21293, Croatia,2,4,5,0,2,0,16,10.0
5657,5.0,5,"Mountain view,River view,Kitchen,Free parking on premises,Hot tub,Indoor fireplace,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 12:00 pm",11901, Chile,1,4,5,0,2,0,15,12.0
5658,4.67,3,"Ocean view,Sea view,Waterfront,Kitchen,Pets allowed,Private patio or balcony,Indoor fireplace: wood-burning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with keypad,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",8820, Canada,1,3,4,0,1,0,15,11.0
5659,4.83,12,"Waterfront,Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Not suitable for children (2-12 years),No smoking,No pets,No parties or events,Show more,Show more,",29036, Cayman Islands,2,0,4,0,2,0,15,10.0
5660,4.95,174,"Lake view,River view,Public or shared beach access,Kitchen,Fast wifi – 426 Mbps,Dedicated workspace,Free parking on premises,55"" HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix,Free washer – In unit,Security cameras on property","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with keypad,No smoking,No pets,No parties or events,Show more,Show more,",13814, United States,1,2,4,0,1,0,15,11.0
5661,4.99,178,"Lake view,Beach access,Kitchen,Wifi,Free parking on premises,TV,Portable air conditioning,Garden,Hair dryer,Security cameras on property","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with keypad,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",21960, United States,1,3,4,0,2,0,15,11.0
5663,4.911948051948053,2,"Kitchen,Wifi,Free parking on premises,Washing machine,Air conditioning,Patio or balcony,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Check out: 10:00 am,No smoking,No pets",22559, Croatia,3,8,10,0,3,0,14,10.0
5664,5.0,4,"Bay view,Lake view,Private beach access,Kitchen,Dedicated workspace,Free parking on premises,Private sauna,Pets allowed,TV,Private patio or balcony","Check-in: 12:00 pm - 2:00 pm,No smoking,No parties or events,Pets are allowed",18967, Sweden,1,4,6,0,2,0,12,
5665,4.95,373,"Park view,Valley view,Lake access,Wifi – 19 Mbps,Free parking on premises,Private hot tub,Private sauna,TV,EV charger,Private patio or balcony","Check-in: 4:00 pm - 9:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No pets,No parties or events",15513, France,1,1,2,0,1,0,16,11.0
5666,4.88,17,"Ocean view,Private beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Pets allowed,Patio or balcony,Garden,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",59621, French Polynesia,1,2,4,0,1,0,15,11.0
5667,4.95,129,"Beach access – Beachfront,Kitchen,Wifi,Pets allowed,TV with standard cable/satellite,Washing machine,Dryer,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",17550, France,1,3,4,0,2,0,16,10.0
5668,4.8475,2,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Pool,Hot tub,TV,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 7:00 pm,Check out: 11:00 am,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",100159, Colombia,3,4,6,0,3,0,14,11.0
5669,4.92,67,"Bay view,Courtyard view,Beach access – Beachfront,Kitchen,Wifi – 28 Mbps,Pets allowed,AC – split-type ductless system,Private patio or balcony,Private backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 8:00 am - 12:00 pm,Check out: 12:00 pm,Self check-in with building staff,Not suitable for infants (under 2 years),No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",10051, Colombia,2,7,10,0,2,0,20,12.0
5671,4.911948051948053,0,"Sea view,Kitchen,TV,Bath,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 9:00 am,Check out: 9:00 am,No smoking,No pets,No parties or events",12140, Croatia,1,2,4,0,1,0,9,9.0
5672,5.0,4,"Bay view,Beach view,Kitchen,Wifi,Free parking on premises,TV,Washing machine,Dryer,Patio or balcony,Garden","Check-in: 4:00 pm - 10:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,Show more,Show more,",6213, United Kingdom,1,1,2,0,1,0,16,10.0
5673,5.0,8,"Bay view,Public or shared beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,No smoking,No parties or events,Pets are allowed",9092, Greece,1,1,2,0,1,0,Flexible,12.0
5674,4.85,14,"Lake view,Bay view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Private hot tub,Private sauna,Pets allowed,Private patio or balcony","Check-in: 3:00 pm - 8:00 pm,Self check-in with lockbox,No smoking,Pets are allowed",40674, Sweden,1,5,8,0,4,0,15,
5676,5.0,10,"Bay view,Courtyard view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 1:00 am,Check out: 10:00 am,No smoking,No pets,No parties or events",18120, Greece,2,4,6,0,3,0,15,10.0
5677,4.92,51,"Sea view,Beach access – Beachfront,Kitchen,Free parking on premises,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace: wood-burning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 5:00 pm,Check out: 10:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",9506, Croatia,1,5,4,0,2,0,14,10.0
5678,4.88,63,"Bay view,Beach view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Hot tub,Pets allowed,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 2:00 pm - 12:00 am,Check out: 12:00 pm,No smoking,Pets are allowed",6093, Norway,1,2,2,0,1,0,14,12.0
5679,4.84,81,"Beach access – Beachfront,Free parking on premises,Shared hot tub,TV with standard cable/satellite,Air conditioning,Cot,Baby bath,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 9:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events",6759, Mexico,1,2,4,0,1,0,15,12.0
5681,5.0,10,"Bay view,Park view,Public or shared beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared outdoor pool – available seasonally, open specific hours, heated,50"" HDTV,EV charger","Check-in: After 3:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",11628, Sweden,1,7,4,0,3,0,15,12.0
5682,4.882663043478261,0,"Beach access – Beachfront,Kitchen,Free parking on premises,Pets allowed,Patio or balcony,Garden,Indoor fireplace,Cot,Hair dryer,Refrigerator","Not suitable for infants (under 2 years),No parties or events,Pets are allowed,󱤇,Smoking is allowed",18918, Norway,1,3,6,0,2,0,,
5683,4.755714285714285,0,"Wifi,Pool,TV,Air conditioning,Hair dryer,Breakfast,Long-term stays allowed",Check-in: 2:00 pm - 12:00 am,53000, Maldives,1,1,2,0,1,0,14,
5684,4.911948051948053,0,"Courtyard view,Garden view,Beach access – Beachfront,Kitchen,Wifi,Pool,Hot tub,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 12:00 am,Check out: 10:00 am,No smoking,Pets are allowed,Show more,Show more,",90599, Croatia,4,5,10,0,4,0,15,10.0
5685,4.95,44,"Lake view,Waterfront,Kitchen,Wifi – 27 Mbps,Free on-street parking,Pets allowed,Free washer – In unit,Dryer,AC – split-type ductless system,Security cameras on property","Check-in: 3:00 pm - 8:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",51906, Canada,2,3,6,0,3,0,15,10.0
5688,4.62,64,"Ocean view,Beach access – Beachfront,Kitchen,Dedicated workspace,Patio or balcony,Shared garden,Luggage drop-off allowed,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","No pets,No parties or events,󱤇,Smoking is allowed",6297, Nicaragua,1,3,6,0,2,0,,
5689,4.93,16,"Beach access – Beachfront,Kitchen,Wifi,Private hot tub,TV with Chromecast,Washing machine,Dryer,Private patio or balcony,Garden,Indoor fireplace: wood-burning","Check-in: After 3:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",20530, Sweden,1,4,6,0,3,0,15,11.0
5691,4.76,88,"Lake view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Pets allowed,TV,Security cameras on property","Check-in: After 4:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",39805, United States,4,7,10,0,4,0,16,11.0
5693,5.0,12,"Waterfront,Kitchen,Wifi,TV,Washing machine,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 8:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",12059, Croatia,1,2,4,0,1,0,15,10.0
5694,5.0,21,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",6342, Greece,1,1,4,0,1,0,15,10.0
5697,5.0,32,"Canal view,Garden view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Private outdoor pool,Pets allowed,TV,Private patio or balcony","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",18280, Croatia,2,2,6,0,2,0,15,10.0
5698,4.81,27,"Bay view,Ocean view,Kitchen,Wifi,Dedicated workspace,Pets allowed,40"" HDTV with Netflix, standard cable/satellite,Free washer – In building,Free dryer – In building,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",33365, Australia,2,4,6,0,3,0,15,10.0
5699,5.0,23,"Lake view,Beach access,Wifi,Free parking on premises,Pets allowed,Shared backyard – Not fully fenced,Indoor fireplace: wood-burning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 5:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",4742, United States,1,1,4,0,0,0,15,10.0
5700,4.98,131,"Waterfront,Kitchen,Wifi,Free parking on premises,Shared pool,Hot tub,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning","Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events",20707, United States,1,2,4,0,2,0,,11.0
5702,4.96,26,"Lake view,Waterfront,Kitchen,Wifi,Free parking on premises,Window AC unit,Private backyard – Not fully fenced,Indoor fireplace,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No pets,Show more,Show more,",38961, United States,1,4,6,0,3,0,15,11.0
5704,4.64,66,"Ocean view,Sea view,Beach access – Beachfront,Wifi,Pets allowed,Washing machine,Private patio or balcony,Shared backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 9:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",3112, Fiji,1,2,4,0,1,0,13,11.0
5705,4.78,85,"Lake view,River view,Beach access – Beachfront,Kitchen,Free parking on premises,Pets allowed,Private patio or balcony,Garden,Fire pit,Refrigerator","Check-in: After 3:00 pm,Check out: 12:00 pm,Not suitable for infants (under 2 years),No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",17536, Canada,0,4,6,0,3,0,15,12.0
5706,5.0,3,"Lake view,Marina view,Waterfront,Kitchen,Free parking on premises,Pets allowed,Shared backyard – Not fully fenced,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 9:00 pm,Check out: 12:00 pm,Self check-in with building staff,No parties or events,Pets are allowed,󱤇,Smoking is allowed",6599, United States,1,2,4,0,2,0,13,12.0
5708,5.0,9,"Lake access,Kitchen,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Private patio or balcony,Garden","Check-in: After 12:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",34137, United States,1,5,9,0,2,0,12,12.0
5709,4.98,99,"Courtyard view,Lake view,Wifi,Shared patio or balcony,Garden,Breakfast","Check-in: Flexible,Check out: 11:00 am,No pets",3195, Peru,1,1,2,0,1,0,Flexible,11.0
5710,4.837932692307692,0,"Lake view,Ocean view,Private beach access – Beachfront,Kitchen,Wifi,Patio or balcony,Private garden,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 11:00 am,Self check-in with building staff",13655, Indonesia,2,3,6,0,1,0,Flexible,11.0
5712,5.0,9,"Marina view,Mountain view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 2:00 pm - 8:00 pm,Check out: 12:00 pm,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",41107, Norway,1,6,8,0,3,0,14,12.0
5714,5.0,3,"Beach access – Beachfront,Wifi,Pets allowed,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",10011, Croatia,1,2,4,0,1,0,12,11.0
